LKXFMFF;MHCBWCLN;BLPVQ@ZTOJ.OVM;39.33961598756643;5;
WPZUYRV;OSKVEWQK;PGEKM@VULE.FAK;187.8852172322413;3;
FJTMGKL;VFEQYDIP;EEDWQ@RUWT.BJO;63.256147008197324;19;
KNUCPTF;EZAWDDAO;IEXLG@WHZG.SON;21.471239101963263;12;
ZBOPVMD;LDYHINTT;EVCZU@SHVU.VWL;127.59334542632065;15;
HIQJOOM;OMOVJBTP;ZUFKZ@OQHP.PNU;107.35572788607088;27;
MVPVFXV;WFFTWORR;GAIGQ@QAOW.HOG;50.40235021132789;3;
QHFMWDJ;MNHVJAZO;TWOWP@ZGAE.RLV;111.98566329434985;6;
BMDLBRO;DTNJIPDL;TTBJE@CUJL.MWG;150.89974016444114;14;
KUJGRSJ;DWPLVCLV;LGTCL@YLXK.TRD;111.32229070231513;14;
USWAVGX;WAEQZUOF;WEGDD@BYRF.VNB;82.4506927207768;1;
HVGAHEU;EAJNJWSH;TTHSP@XBSM.BKD;191.2683243200031;23;
IMJFWOG;GHXVKAYR;WZTVV@HAIC.VBG;34.61601286822692;1;
LJAZNQW;OAANMGTY;OEFZR@FQCN.YAG;90.69358872516709;25;
TDLANBG;YGOJDEIX;RBONE@XWHC.RYM;166.45253986208928;20;
WARSJMU;QSFEQHLW;RJHSR@ORXO.MZH;55.219411081963784;28;
UUATTXL;SBQYYIEK;VSJPE@ZYUG.ZKQ;72.23025432287965;4;
CPSBZRW;DSBEEMHV;CMILQ@RTKP.TJJ;124.43115359569398;0;
KQAEMJZ;XMTSRMQR;YLSVJ@OZAX.RST;194.9867861451089;13;
FPGZRVV;KEUMHNBF;SUWSZ@ISTP.PQT;180.8311488947519;27;
FGXXCQP;BFRMUSCC;UANYR@PVPG.HLV;163.47004436576478;20;
AJTFOZO;AJIFOSVT;KMLKX@UNVE.NEA;19.422673106998413;9;
ZRSZLYP;FQGVIUOS;QLNYS@KZSW.QEQ;126.06852584138997;3;
JJQYBKV;DZKVLUMV;LZHIY@ERDJ.JGD;166.48031931093578;29;
MTFPUVA;MMNMWJGH;GMQXJ@CYAA.PIO;164.57752331445755;0;
DPNFDZY;SEPKSAHT;KTMGQ@QJVD.OWQ;195.05302873267001;14;
WBNSWME;JTETVYWN;STNJS@NHKJ.IEA;74.59190173525703;14;
SYVBAXR;DKLSYKVJ;QYMNW@TWYK.PJI;38.89011414205399;16;
KAIVELJ;LFMASKKX;NCCDV@BSCC.PGA;149.1643817701985;8;
RAMGTEE;PTLDGXPF;VPJOC@LXAE.MSH;91.381731739031;12;
XBUMANE;AEVIXDRC;LMWPB@VLVZ.YOV;33.27835396152613;6;
XHCXWWR;UGHMTSUR;COHZF@NWKP.XRZ;19.65336508127442;19;
TUESZBA;PYOCNYSF;BDVIL@MPMO.WOJ;51.195157073309566;27;
RAEBCQW;TQEHPIFN;VTAWC@RQJT.OKU;27.77569415250511;9;
CZKZIWR;SHVLNATM;CKORN@ORQX.CES;198.51209496982187;26;
NYFKFOO;IRYVFVUR;FCDAC@EVCE.DHL;48.330882459322375;18;
WCHIPFQ;QJUOOTII;JVTFS@LSFX.IDM;61.565193457418665;10;
AYLHQIP;JQXBNLGG;TNXAF@QJFK.TMN;156.33790855501974;2;
HRTFLYE;MSPBUBYD;AERNR@HUIM.RKQ;150.87878576829286;9;
JPIJVQH;FVQPKOBF;IDQAQ@UMDM.IMZ;49.46772053278919;18;
TXSDGGN;WLKIPOOO;KYLCN@ZWUO.KVC;90.79262936113544;26;
CAMKWMZ;BTXWKCRN;VDDMZ@JMND.TEO;193.80623582012242;6;
UMXWKSE;LMZFPNUE;PLKEV@APSM.NPQ;123.46421075832467;12;
MBAYVYK;JFISEEIL;HKWDE@SFMW.PZO;12.460901672419253;9;
UCHZNIB;PFMWXLTE;WAUJD@VBDJ.KQF;82.42623496286099;0;
ILCBDWQ;AVNEODLV;MLFLM@LLDF.REV;74.77141216487306;11;
JNFIOMD;HIKCJMWD;HZCQD@MRGJ.IGI;133.62964518630474;19;
UVMGFPS;RSWNXVUB;ENYMG@SADK.CWG;107.86699857038063;1;
VGHPUKT;YMMNNALT;EXNAS@PJWA.GAP;123.83684391191932;4;
EDCOWTE;BNHGEXYJ;SNPWK@ZGMV.LYE;124.48743494011545;3;
QDDYFLO;VUYDPROX;MWZXE@BWQE.NAX;88.88234364360285;21;
DWIVCMD;SZMAPWAR;KGSHL@NZGB.WVS;199.957275123368;3;
ZFCSZUB;ONNPNZDS;GEYCF@OVHP.HIV;110.88383562164515;10;
BWKPQZV;UWCISNUM;PLYBJ@RVFU.LVN;173.1857299713642;19;
LGWERPF;JJBSUUEN;KJEJE@WQFJ.ULI;185.42259995338202;4;
QOUTVYS;CLTLVVTK;EVKVZ@FAXG.PTS;120.10432458092639;14;
BTYEHRG;AFSRKIPM;QQVWT@IMZE.LHM;58.46523260738633;13;
EMLPJAM;HZNEYHUE;WHGQB@DHBW.YIZ;155.7470318501158;19;
OJFAPLC;SCZGARYO;QHQRZ@KCTX.ZUN;44.319582345922576;20;
MFAHPNK;AGKYMKFN;QJRGM@HKOR.OZK;78.12045714043713;7;
LQIVZEY;DRCHQRME;ABPYS@GDSS.HKF;164.43607551265254;17;
LBCVNJE;QBKLGIST;RAXEF@UHNP.JHA;12.510324783083197;19;
TGVAOSJ;LXJVOZSY;VZECL@MRKD.RZE;151.5912806849659;14;
KMTNAWH;OVYGNCOX;VKMJH@MJHS.DIZ;11.505977201206061;19;
BUTMGQA;LXWTTJHO;KNVMH@UBQL.LTR;108.20787858689206;13;
PDPZXNN;YOUEIIQV;KRSGS@THTM.WMT;23.774523965139544;2;
VOCTSLR;VCPOSJAK;KLUTD@VHUU.EYI;187.59615342726806;16;
REVGJZM;KWGYQEHE;WLNDX@JJZV.NGX;118.59747594094503;25;
XJGLEPC;ELYPCGBA;SZNBS@KOJX.SHV;11.292852047835696;2;
BSEUYEE;VZEXXCOU;BDXWU@VGLS.IEE;120.05256740126694;24;
QPNRWVL;NCUZKEAN;MQSWR@IDRC.DUC;147.08682941846854;1;
EAWGMHX;XYIXWGGO;KIFNU@DHDB.DEE;126.2519870588181;22;
JALUUBO;GHERJBWN;LDTDW@OUEF.XXZ;88.57304554369497;13;
XCHXQCL;OLBSZNKP;VKETO@GTMN.IQA;194.99249934969814;18;
EGMXYAG;JDBYOPPK;IVQHL@VEFN.XIM;98.15287756162387;11;
VJWVDEU;GCRQSGDA;KINVN@IJLR.EQP;124.15535375009198;3;
KGXRZLQ;YRKBYLAK;NUIKL@REAB.VRP;26.62252787079268;5;
AWNJEZM;CYTUGRAF;CADNF@OVID.CNM;138.94990654978378;8;
ZVRBIPW;QVMCJDOJ;BCMJX@CPZL.IEU;30.360285153729617;22;
CXZJPZT;RLWEJETG;JFFII@BEKQ.JAF;10.778594429203013;14;
LLNWLHG;ULIUNIAW;XBSJG@MDOI.BIS;100.67497676097761;20;
GKLSCBW;KYKNCGGP;DVRUH@HEWP.CTK;33.93856688300714;10;
AQNHDPH;OTUVWRWY;YTBHD@OLAF.IFL;171.07298316151528;25;
UELOSTV;VVOODIPC;IRYYP@PRKR.HFV;91.10081876167183;17;
FBTQMHL;UQEFXVBQ;JKVUY@LKXG.IRH;46.96816371607507;10;
NIMBGRF;TPZZASWH;IECRD@ABGI.HHK;152.8227836216432;4;
JNEJTXI;ATXFFVCB;SZNHM@WVOW.EPN;52.37033984784994;17;
AFFLKSK;ZEAQZHEN;YAWCQ@AWZU.VCK;162.75598602198417;20;
QYFSEBE;QJCOFFXR;KGDFZ@MPSE.IFH;73.45752817480107;10;
WDAIIGQ;FCJCMCAF;PBQZT@FHXZ.FAY;134.31751791551744;22;
OBQDIDG;ZVZSUAQJ;QTPMS@BLBU.NMN;40.54356010602864;7;
LMLVLUZ;IBVVAZMC;VRCKZ@ZACR.LMT;112.52599567541937;9;
CBJQKAO;EOEZYUUS;EVKXJ@PGAL.MZE;63.86803867620529;16;
EFIAWBE;WJGIQARG;SDQWV@TNDG.KTP;146.8860645440241;2;
DLYKRYG;DTTZNCHW;SNQEZ@NWKP.LQG;86.34116610953727;6;
VBPDGYB;VXSZSLYG;CSCZP@AHAN.NLN;167.83676398959025;29;
NKUWURO;LVPECEXU;XXDDN@UFCU.UQK;125.6551370865786;15;
MPCEHZL;XMTKZEXG;HGOYA@HMEP.HXE;54.373936502038845;0;
NSLYHNA;AELJKXXX;YNSMO@RUNL.EIU;177.2948360887072;25;
VQCDOBN;DISANXOJ;RQQZS@AMAI.WER;70.33833302903199;20;
YKQBTVB;NHUFBMSG;FSJVI@NSPN.XAO;125.89934353567901;1;
KWRLXRQ;MNVIBGHJ;MQPRX@KJKH.WBG;27.459442112131644;0;
DWZANSR;PVLTKRFA;HELQF@OMVO.JIM;130.97992850745172;2;
VZJORNA;CFLQEJRB;SDIVG@SEGG.BTR;141.66956080034862;14;
XHTOSDZ;DFZCWQWA;YSUZL@ATGE.OSY;36.098000182235374;14;
NLAJMBB;MTOAHIBY;PTSPO@UHYF.BPH;41.83291486196637;16;
RZSFMVK;FABISFVB;WBSBB@XYNY.MGV;172.60694587873246;19;
BDLQJNT;SKWBBTQU;DHRUT@SZKV.JWG;24.864916755809027;1;
KLPHFAG;POMXKJLM;EHXZF@ATBS.LQN;65.69751413530238;11;
VXGQZJC;QFIMAUWQ;UFCCY@VHAZ.YWB;100.58340254846708;15;
VOOUXAM;QSAVUTXD;VOHDK@KNKX.GUQ;20.130275140689715;12;
UVIBHHY;VTZBQCCY;ASIEI@IVGS.ZFD;59.80343859233851;3;
PQOGSPO;TFXWBUEF;MISCC@XLSO.ZQZ;179.16792763505225;27;
TFRSQJF;UFTVZVEZ;WALAO@CZDG.QMN;31.240607604304692;6;
TWGNOCP;IFREVBPO;YLLEE@HMVW.EAU;121.23084406659909;16;
CNPMALN;KGUWJNVE;EVLLG@HGFA.VGB;80.45847074083078;25;
VTYBEYW;BQZKWEKR;RNGOX@KWMP.TPI;178.24927396808914;2;
NKKBABZ;GGDRRCAO;VWPXN@CMMU.QRP;179.65511356664928;3;
QDVWEXS;GKOAUWYX;IKLYF@FBRE.HNM;165.89052628855327;16;
DQCERUC;YPVOOGPC;MKEVJ@UWXS.XSS;166.83042331180496;4;
PRYZPTJ;JVHPXZFW;UYDNB@CPOZ.ASJ;104.15898536936378;27;
UPGUMNY;GCNZTATJ;JIWFW@BUEN.VRF;44.1310695997765;26;
LZXGITJ;OOKNEGAA;ANZTH@RHHC.HCG;84.72658342737978;22;
PKOTFYH;INWFZSWI;PHXSC@WEBW.FSU;160.83783884562365;7;
TEZQEVS;NSENFBYS;CPQAW@FIUR.PED;41.94027032418377;28;
GOXOTAR;BJWJBUHT;ETEEO@JPNU.KWH;121.3139797236518;5;
KYCVMXT;QEWEZDJA;VBKNH@NGIA.MRH;75.47134235578471;7;
LUQJWAU;YMIMRHFO;IULVT@ZWDB.GYZ;145.48848964936033;18;
VCWKXTK;ICWLYPHB;BPTDW@GPUC.JXP;22.114770637461653;7;
SEFKQUJ;MXYJQPUY;WKISN@FJFB.CFA;72.94378548781155;3;
HIYROTE;JQAHLFAN;RTXHQ@CXLQ.TRS;43.58171441065512;26;
XZXBMBL;QZWMORIG;NJJCP@VSMH.TXC;54.74925818139864;15;
WCNCYCV;KFDADCKO;CWWED@RLVQ.OBI;97.06039734005664;2;
AYUBHSO;GIXEWKZS;PAAYY@ITGS.SAA;95.47044375281082;24;
DQADZGK;SZKRDFFD;GBCKR@NEJX.FYP;114.65337329075764;9;
KKVSTMN;WHSQYDHR;QFQTA@MLKY.GVA;130.34369819563682;3;
ZUCFHDT;ISWQHJXB;LULFL@WIPE.RMV;98.45910147214992;17;
GFAVGKE;AUQAJHFK;HZIUK@JHQU.MDB;23.009603658332125;25;
GZDWZSY;EANYVHMY;ZCGLX@USSW.LFH;129.63798573930808;15;
YWQYMUJ;RDYNVEZE;CSYYT@MZCX.VDS;165.0610004565948;7;
GDLAJZI;GLFEDUDH;CVHCV@TVRU.YSU;21.05238654846055;4;
FIXGNKW;TOTZHXLC;OAZEE@MVHE.BJT;98.9744681893983;1;
AACORCQ;LPDYDJUY;YCEIE@GHNT.OVH;17.65410754392729;1;
FIDZOCX;NWLFLFGR;PAMHX@WQFI.GAV;147.9233676309292;6;
MSAPHFB;SEZZMCRP;QLVWX@PSDP.XZI;187.44399661746462;0;
UKNCXKP;GIPEHHHX;UGUCR@SLXF.ZZF;1.7683121360667247;4;
PFZSRFW;NDYCKWWW;ZXSRO@UPBO.JWK;33.8464311530506;17;
VKIFOOX;HMOYUTKU;NUVVR@BEAE.OPG;51.596804711995404;18;
ESLWUVI;GNVFQIWW;AQNXU@UUTH.VMH;4.436812073475118;8;
BEGQUTA;WNMRJSDW;NRHYG@EEWA.GRJ;123.24607738180691;10;
SYHJBBF;JLFRUPBG;NMQZJ@LGLH.PJU;167.70214050041895;20;
EKGRZXU;TNYZLDUW;LKEHE@AJJD.RCM;198.43852605395512;25;
PTFPEQB;XDHHWKIA;CFEUZ@GVNA.YDX;67.41424336230394;28;
TZXBEEE;DYCPFRMC;SHTSO@RXRI.MNE;45.89153213768596;22;
RYFHWJQ;OBKFOCXY;PEXXL@WCDJ.ISV;59.64974151387983;14;
PXHWRTI;JINRQGVL;HSSGZ@VAJJ.SXP;73.27195828663274;1;
FVDTHKI;HTWANZOV;UWEBA@IEMB.MNW;149.2648949347034;21;
QTZEBRQ;YYXTEQQU;HJVDV@LSLD.PFN;3.142826152306946;10;
RKPXYMW;BKXPAVPQ;NYJUR@BSUO.SBL;139.32572529410666;27;
PLDXIHT;WXWJAIWX;GQFMJ@ZEBP.ITU;84.43991296425261;19;
HZOQIKF;XGJOGIYQ;MMZLF@FNJV.EXQ;18.23846372083618;7;
JHADKCD;RJGWTAQC;ERRFE@DVHY.KKD;102.91079959912999;8;
NNWLION;QXALWDTX;ABVNP@TJAJ.TQH;25.861365023708668;21;
RMWYVFW;QKDRQIMK;TZZCZ@UOSE.MYE;192.63219735762743;9;
YOWVEIP;LNXPIMDS;WIEMB@NNJF.TXS;146.5190651075325;15;
NDWJBLI;XBKIQCBC;TDJOA@MBBR.RAP;38.31074875410251;2;
XAJMSQV;OFWGWVGG;LARQQ@KXLL.VBT;81.2495352267312;6;
ZFCPMDJ;QEZQRTZY;KIUTF@OEXI.HPV;134.03269637896264;3;
ENRHLBD;NGAYHOOA;MOOOJ@IHFT.QDH;138.4800882549563;23;
MSYQPQC;PJFIQSCF;ZTPHN@QCUT.WIA;136.467400976164;22;
DDAYSLI;PUGKLFDW;NOEPL@VZKK.GTJ;102.1175625851882;17;
QYSTMDU;ENIWNZWN;GBVLX@JTTQ.WZS;44.233036331273034;7;
NHWLRWV;NVYILHIH;VXUII@EOFH.LFR;76.54272216268356;13;
IYNYAKP;PBTSSMFS;GCCNA@SYWU.AJV;64.00084698934151;5;
JTGGTAE;OQSFTIVT;BXXUJ@OODX.OSK;75.51722481504419;10;
VOWHSQU;JBJPSLIA;IBKKT@WVYH.JZX;140.77326357369915;24;
MAXNIUX;AEIQQWKO;IIYFE@WEGY.YDP;130.42725932384892;24;
UPVQYVO;HUHHDUBL;NFEOI@GFMZ.CHF;59.84084970942866;8;
PBVTPWT;GGLNUYAR;SVMME@EXNI.CFX;177.10374912624036;7;
MPKFHHN;UAXPDEVP;YMCSX@JUSA.SYX;67.70080326476344;0;
AMMFFFP;IQIZRTGB;OAVOJ@ZJQI.HLB;64.19150829584245;29;
UMQXNLR;TQWQQGZP;IBUNV@IBWL.SRO;22.577866904110852;25;
MFNJVIV;QXHDKBRK;ZRRGR@OWPY.FQU;175.45841693838634;0;
YRNKOZA;WRROBRNP;UQBLL@SZME.QIG;119.29112560848777;0;
KATENPL;VJCYELRJ;TVCQQ@RHQX.WBK;75.10819707646071;10;
HPOWXKY;AERROCFR;DBLVC@PQGE.VMO;56.51961859237933;16;
OKIGUCE;XWAYGPWZ;HECYF@IEHK.YSD;62.583305977561615;4;
EQNUWZS;SWWIEVAV;SGNWJ@QREE.PAV;95.49157335298756;3;
PHJYMBU;ADZVCAVI;ZXUCF@LJLP.SNC;131.12369256496052;22;
ERPXFBA;CMSFAFWV;RAVNB@NGRT.HNQ;115.04675778526908;15;
YHGNXYW;JMXYVRUL;XAVWM@QOXJ.ILC;90.9649345639627;16;
ICOQJPT;BGDTUVCG;FKMQU@XJSK.GIU;133.84419322020787;14;
GFLCZAR;NSVWOOWQ;ZCRQU@SZDW.YRU;121.32113095243241;17;
FXIPHYF;MMJJPLLW;FPOVY@POVT.DCL;81.07461822438196;2;
EIPJCNG;VBJLMJTT;SBUNY@ICTR.IXT;74.80389098516683;18;
GWZTXAR;BWEGNVXR;QJMFM@ADQO.IPT;80.93659968626757;5;
RGBOLFK;KSAULPGC;JBSPN@JDVE.FVR;27.75821377940361;7;
EQXSAIP;JMCQQREQ;IILNV@ZOOX.KVN;112.58311898021104;19;
KPIKRSC;WRXZRYRB;POKDV@SDMJ.YDG;148.20508100041135;29;
YQAJKIW;MEBVAWDW;AMXNJ@BEGU.ILZ;188.76875068619762;11;
PDLSREX;ATJINPEM;DCDRQ@VBCG.DJF;148.67005583631123;28;
WMZWCTN;FTZQOMCR;QUZDJ@FIOQ.KLB;76.8689893564943;22;
ALRTRFZ;CGNTRJCY;EVNHC@JHHB.KSQ;181.38711976030027;29;
EEPHMIS;VMFXQOVH;GXDHG@YZAN.XUB;121.608308265813;9;
CKXZTLQ;SLKFXHRF;YOETE@VOIP.KYX;178.7951776255522;29;
BRZMUCR;NPKOQGBY;XXIKC@KFFJ.FUL;42.45719363326108;0;
KXPELGU;DXIWODQD;GSQSJ@MPLS.LJW;1.7317838985053475;8;
QIATYQQ;DRBCHXAV;AYGBI@AWEF.EFO;126.81047977423309;24;
XNKMZEJ;PYQFUIZG;OAXKQ@HNUE.RCM;138.76138994541196;3;
PAUJTSI;DASKLLNG;NXODD@JDTV.AGD;139.29840336258397;13;
HMWZKNC;ZXAUXXWE;PBNWV@JJQE.IAP;64.99931196307347;20;
HNSYORU;OHWDQPPR;DPUJR@YDYC.VFQ;125.37232394585295;2;
OYEPRDP;YBEVODLU;UYKJQ@VREV.CDZ;28.228204095875917;18;
YQQQAHB;DPWLXCHN;FNUAY@CPEI.WPY;93.35127557125334;25;
BIXYBAU;VOSEXBMP;DEJWW@PQDF.EAI;123.39727280754522;9;
RBZDTIS;XETWESQH;ZIJDW@XKRQ.GCV;192.91787526025286;7;
QIKOHZA;KTDMZZCS;MYXRJ@IHMY.NLT;115.66025654475762;3;
CSUIEBN;WWJPAYPK;XWPKM@HCYX.TGY;6.331699144227939;25;
AGOCXVP;PZQMKNNJ;VZHTD@RJUF.VDC;137.7066570743326;17;
VZMQVUM;FPKJODFC;NALST@UVFI.RSB;105.68662066396502;8;
PSMRTMR;KCACBWDU;WBSMP@RODH.ETQ;27.57215658225161;19;
RWGFKXF;KJQUMBYP;JPQZP@JUJM.ONP;120.51150051341108;26;
LKPTNAP;KNUDCFDN;BCUBF@TJAQ.MTA;73.07416967454932;28;
TDTLSLD;YKAOHPYG;DKETY@PDJJ.XDB;35.1707017657046;14;
ODBRXRM;VPYUZVPR;ALRUQ@TYGJ.REW;120.62266359408642;22;
SEOZRKL;QVETGHAF;ITVKI@HHKW.HWK;26.81256827855703;3;
OGRSJFI;ONRYUOWQ;FZWEI@UMKL.WWF;129.23535115645743;25;
EDHUUHC;KUJUHCTB;KAGXS@JTAD.ICB;29.60555524041534;19;
IRXJGOU;ITEZVEKR;CYLZN@ENOW.TKH;148.86092158189157;29;
FQRQWSN;SLGYCZSI;BREOR@GZYT.TQS;77.77718935587698;0;
PHCCZOV;VBLOSCJT;PJMSD@JBHZ.RYO;41.63507139384077;0;
SCKOLTE;EKYBTTJA;PNZQT@DVLV.OLO;91.64818313019475;0;
DPFMUAQ;CAEHHNZP;RTIXZ@VMJB.EZX;149.73361803002823;23;
ETKYUWH;FIRYEJYZ;FASJX@IPVX.QQC;115.58557732025227;25;
XSWRQPH;OIFVJWBL;VXGGN@ACPN.RKW;12.421701268779506;1;
HNTJEWX;ZNWDYHSW;GSMWT@DPPP.HZK;23.667442859608848;1;
SRZDXEO;SBLCOZOG;IMTFN@JYEH.UIO;54.180270266537946;3;
SNOMQIZ;MHRUQZMC;QPVCV@RTVT.QNV;114.04529780608298;17;
AHEQFNY;VAPXMIVD;JDPTF@KUCR.JTS;54.1937911388486;4;
MRKYKBZ;XSVXCZXX;AGZVP@MCWT.NHI;12.612163894083933;25;
KPXFRTJ;CTAPHNYU;YLMOC@ONUP.ZYL;9.267126773357472;18;
TIXSSEN;HFTRBNVV;EHOTJ@SLBT.PZA;85.02757575391988;16;
NNCTYVH;CENHJCLQ;BHMQO@VZUY.JLN;16.655988429054467;17;
CBAGYQV;DZUHJNTA;SPRNM@IBHU.SGH;89.23991577788415;5;
CMNLNZH;TJAVWDVA;AHBBU@MXMW.YHJ;38.50584915223826;8;
ACUCUSC;JQVGSIWZ;BMCJC@QESE.KEX;186.52163882267558;16;
KNDZVSI;KRBTVLWI;BLUDT@YEVR.ELR;106.36266578217726;1;
JVPLIQE;YMBKBRSB;PASTZ@OFLC.GUI;79.72146488531533;23;
RWCHSJH;IJWHQONQ;UFGOL@HNZJ.NWA;89.4712953452609;28;
MPUDDWY;VYEVAKHC;JTTMU@NQWV.JYW;182.98198444314949;6;
GJNDYGF;FXRSSSPK;LQPML@COYL.GAW;181.49949389016498;27;
XNFJEIZ;HNWNNOKS;LLVMR@SDAH.PEI;86.01651336442495;9;
